
Type	Value	pF	Accuracy	Voltage Rating
Film Capacitor	3.9 nF	3900	10% (K)	630V
Film Capacitor	4.7 nF	4700	10% (K)	16V
Film Capacitor	4.7 nF	4700	10% (K)	25V
Film Capacitor	4.7 nF	4700	10% (K)	50V
Film Capacitor	4.7 nF	4700	10% (K)	63V
Film Capacitor	4.7 nF	4700	10% (K)	90V
Film Capacitor	4.7 nF	4700	10% (K)	100V
Film Capacitor	4.7 nF	4700	10% (K)	110V
Film Capacitor	4.7 nF	4700	10% (K)	125V
Film Capacitor	4.7 nF	4700	10% (K)	250V
Film Capacitor	4.7 nF	4700	10% (K)	275V
Film Capacitor	4.7 nF	4700	10% (K)	375V
Film Capacitor	4.7 nF	4700	10% (K)	400V
Film Capacitor	4.7 nF	4700	10% (K)	450V
Film Capacitor	4.7 nF	4700	10% (K)	630V
Film Capacitor	5.6 nF	5600	10% (K)	16V
Film Capacitor	5.6 nF	5600	10% (K)	25V
Film Capacitor	5.6 nF	5600	10% (K)	50V
Film Capacitor	5.6 nF	5600	10% (K)	63V
Film Capacitor	5.6 nF	5600	10% (K)	90V
Film Capacitor	5.6 nF	5600	10% (K)	100V
Film Capacitor	5.6 nF	5600	10% (K)	110V
Film Capacitor	5.6 nF	5600	10% (K)	125V
Film Capacitor	5.6 nF	5600	10% (K)	250V
Film Capacitor	5.6 nF	5600	10% (K)	275V
Film Capacitor	5.6 nF	5600	10% (K)	375V
Film Capacitor	5.6 nF	5600	10% (K)	400V
Film Capacitor	5.6 nF	5600	10% (K)	450V
Film Capacitor	5.6 nF	5600	10% (K)	630V
Film Capacitor	6.8 nF	6800	10% (K)	16V
Film Capacitor	6.8 nF	6800	10% (K)	25V
Film Capacitor	6.8 nF	6800	10% (K)	50V
Film Capacitor	6.8 nF	6800	10% (K)	63V
Film Capacitor	6.8 nF	6800	10% (K)	90V
Film Capacitor	6.8 nF	6800	10% (K)	100V
Film Capacitor	6.8 nF	6800	10% (K)	110V
Film Capacitor	6.8 nF	6800	10% (K)	125V
Film Capacitor	6.8 nF	6800	10% (K)	250V
Film Capacitor	6.8 nF	6800	10% (K)	275V
Film Capacitor	6.8 nF	6800	10% (K)	375V
Film Capacitor	6.8 nF	6800	10% (K)	400V
Film Capacitor	6.8 nF	6800	10% (K)	450V
Film Capacitor	6.8 nF	6800	10% (K)	630V
Film Capacitor	8.2 nF	8200	10% (K)	16V
Film Capacitor	8.2 nF	8200	10% (K)	25V
Film Capacitor	8.2 nF	8200	10% (K)	50V
Film Capacitor	8.2 nF	8200	10% (K)	63V
Film Capacitor	8.2 nF	8200	10% (K)	90V
Film Capacitor	8.2 nF	8200	10% (K)	100V
Film Capacitor	8.2 nF	8200	10% (K)	110V
Film Capacitor	8.2 nF	8200	10% (K)	125V
Film Capacitor	8.2 nF	8200	10% (K)	250V
Film Capacitor	8.2 nF	8200	10% (K)	275V
Film Capacitor	8.2 nF	8200	10% (K)	375V
Film Capacitor	8.2 nF	8200	10% (K)	400V
Film Capacitor	8.2 nF	8200	10% (K)	450V
Film Capacitor	8.2 nF	8200	10% (K)	630V
Film Capacitor	10 nF	10000	10% (K)	16V
Film Capacitor	10 nF	10000	10% (K)	25V
Film Capacitor	10 nF	10000	10% (K)	50V
Film Capacitor	10 nF	10000	10% (K)	63V
Film Capacitor	10 nF	10000	10% (K)	90V
Film Capacitor	10 nF	10000	10% (K)	100V
Film Capacitor	10 nF	10000	10% (K)	110V
Film Capacitor	10 nF	10000	10% (K)	125V
Film Capacitor	10 nF	10000	10% (K)	250V
Film Capacitor	10 nF	10000	10% (K)	275V
Film Capacitor	10 nF	10000	10% (K)	375V
Film Capacitor	10 nF	10000	10% (K)	400V
Film Capacitor	10 nF	10000	10% (K)	450V
Film Capacitor	10 nF	10000	10% (K)	630V
Film Capacitor	12 nF	12000	10% (K)	16V
Film Capacitor	12 nF	12000	10% (K)	25V
Film Capacitor	12 nF	12000	10% (K)	50V
Film Capacitor	12 nF	12000	10% (K)	63V
Film Capacitor	12 nF	12000	10% (K)	90V
Film Capacitor	12 nF	12000	10% (K)	100V
Film Capacitor	12 nF	12000	10% (K)	110V
Film Capacitor	12 nF	12000	10% (K)	125V
Film Capacitor	12 nF	12000	10% (K)	250V
Film Capacitor	12 nF	12000	10% (K)	275V
Film Capacitor	12 nF	12000	10% (K)	375V
Film Capacitor	12 nF	12000	10% (K)	400V
Film Capacitor	12 nF	12000	10% (K)	450V
Film Capacitor	12 nF	12000	10% (K)	630V
Film Capacitor	15 nF	15000	10% (K)	16V
Film Capacitor	15 nF	15000	10% (K)	25V
Film Capacitor	15 nF	15000	10% (K)	50V
Film Capacitor	15 nF	15000	10% (K)	63V
Film Capacitor	15 nF	15000	10% (K)	90V
Film Capacitor	15 nF	15000	10% (K)	100V
Film Capacitor	15 nF	15000	10% (K)	110V
Film Capacitor	15 nF	15000	10% (K)	125V
Film Capacitor	15 nF	15000	10% (K)	250V
Film Capacitor	15 nF	15000	10% (K)	275V
Film Capacitor	15 nF	15000	10% (K)	375V
Film Capacitor	15 nF	15000	10% (K)	400V
Film Capacitor	15 nF	15000	10% (K)	450V
Film Capacitor	15 nF	15000	10% (K)	630V
Film Capacitor	18 nF	18000	10% (K)	16V
Film Capacitor	18 nF	18000	10% (K)	25V
Film Capacitor	18 nF	18000	10% (K)	50V
Film Capacitor	18 nF	18000	10% (K)	63V
Film Capacitor	18 nF	18000	10% (K)	90V
Film Capacitor	18 nF	18000	10% (K)	100V
Film Capacitor	18 nF	18000	10% (K)	110V
Film Capacitor	18 nF	18000	10% (K)	125V
Film Capacitor	18 nF	18000	10% (K)	250V
Film Capacitor	18 nF	18000	10% (K)	275V
Film Capacitor	18 nF	18000	10% (K)	375V
Film Capacitor	18 nF	18000	10% (K)	400V
Film Capacitor	18 nF	18000	10% (K)	450V
Film Capacitor	18 nF	18000	10% (K)	630V
Film Capacitor	22 nF	22000	10% (K)	16V
Film Capacitor	22 nF	22000	10% (K)	25V
Film Capacitor	22 nF	22000	10% (K)	50V
Film Capacitor	22 nF	22000	10% (K)	63V
Film Capacitor	22 nF	22000	10% (K)	90V
Film Capacitor	22 nF	22000	10% (K)	100V
Film Capacitor	22 nF	22000	10% (K)	110V
Film Capacitor	22 nF	22000	10% (K)	125V
Film Capacitor	22 nF	22000	10% (K)	250V
Film Capacitor	22 nF	22000	10% (K)	275V
Film Capacitor	22 nF	22000	10% (K)	375V
Film Capacitor	22 nF	22000	10% (K)	400V
Film Capacitor	22 nF	22000	10% (K)	450V
Film Capacitor	22 nF	22000	10% (K)	630V
Film Capacitor	27 nF	27000	10% (K)	16V
Film Capacitor	27 nF	27000	10% (K)	25V
Film Capacitor	27 nF	27000	10% (K)	50V
Film Capacitor	27 nF	27000	10% (K)	63V
Film Capacitor	27 nF	27000	10% (K)	90V
Film Capacitor	27 nF	27000	10% (K)	100V
Film Capacitor	27 nF	27000	10% (K)	110V
Film Capacitor	27 nF	27000	10% (K)	125V
Film Capacitor	27 nF	27000	10% (K)	250V
Film Capacitor	27 nF	27000	10% (K)	275V
Film Capacitor	27 nF	27000	10% (K)	375V
Film Capacitor	27 nF	27000	10% (K)	400V
Film Capacitor	27 nF	27000	10% (K)	450V
Film Capacitor	27 nF	27000	10% (K)	630V
Film Capacitor	33 nF	33000	10% (K)	16V
Film Capacitor	33 nF	33000	10% (K)	25V
Film Capacitor	33 nF	33000	10% (K)	50V
Film Capacitor	33 nF	33000	10% (K)	63V
Film Capacitor	33 nF	33000	10% (K)	90V
Film Capacitor	33 nF	33000	10% (K)	100V
Film Capacitor	33 nF	33000	10% (K)	110V
Film Capacitor	33 nF	33000	10% (K)	125V
Film Capacitor	33 nF	33000	10% (K)	250V
Film Capacitor	33 nF	33000	10% (K)	275V
Film Capacitor	33 nF	33000	10% (K)	375V
Film Capacitor	33 nF	33000	10% (K)	400V
Film Capacitor	33 nF	33000	10% (K)	450V
Film Capacitor	33 nF	33000	10% (K)	630V
Film Capacitor	39 nF	39000	10% (K)	16V
Film Capacitor	39 nF	39000	10% (K)	25V
Film Capacitor	39 nF	39000	10% (K)	50V
Film Capacitor	39 nF	39000	10% (K)	63V
Film Capacitor	39 nF	39000	10% (K)	90V
Film Capacitor	39 nF	39000	10% (K)	100V
Film Capacitor	39 nF	39000	10% (K)	110V
Film Capacitor	39 nF	39000	10% (K)	125V
Film Capacitor	39 nF	39000	10% (K)	250V
Film Capacitor	39 nF	39000	10% (K)	275V
Film Capacitor	39 nF	39000	10% (K)	375V
Film Capacitor	39 nF	39000	10% (K)	400V
Film Capacitor	39 nF	39000	10% (K)	450V
Film Capacitor	39 nF	39000	10% (K)	630V
Film Capacitor	47 nF	47000	10% (K)	16V
Film Capacitor	47 nF	47000	10% (K)	25V
Film Capacitor	47 nF	47000	10% (K)	50V
Film Capacitor	47 nF	47000	10% (K)	63V
Film Capacitor	47 nF	47000	10% (K)	90V
Film Capacitor	47 nF	47000	10% (K)	100V
Film Capacitor	47 nF	47000	10% (K)	110V
Film Capacitor	47 nF	47000	10% (K)	125V
Film Capacitor	47 nF	47000	10% (K)	250V
Film Capacitor	47 nF	47000	10% (K)	275V
Film Capacitor	47 nF	47000	10% (K)	375V
Film Capacitor	47 nF	47000	10% (K)	400V
Film Capacitor	47 nF	47000	10% (K)	450V
Film Capacitor	47 nF	47000	10% (K)	630V
Film Capacitor	56 nF	56000	10% (K)	16V
Film Capacitor	56 nF	56000	10% (K)	25V
Film Capacitor	56 nF	56000	10% (K)	50V
Film Capacitor	56 nF	56000	10% (K)	63V
Film Capacitor	56 nF	56000	10% (K)	90V
Film Capacitor	56 nF	56000	10% (K)	100V
Film Capacitor	56 nF	56000	10% (K)	110V
Film Capacitor	56 nF	56000	10% (K)	125V
Film Capacitor	56 nF	56000	10% (K)	250V
Film Capacitor	56 nF	56000	10% (K)	275V
Film Capacitor	56 nF	56000	10% (K)	375V
Film Capacitor	56 nF	56000	10% (K)	400V
Film Capacitor	56 nF	56000	10% (K)	450V
Film Capacitor	56 nF	56000	10% (K)	630V
Film Capacitor	68 nF	68000	10% (K)	16V
Film Capacitor	68 nF	68000	10% (K)	25V
Film Capacitor	68 nF	68000	10% (K)	50V
Film Capacitor	68 nF	68000	10% (K)	63V
Film Capacitor	68 nF	68000	10% (K)	90V
Film Capacitor	68 nF	68000	10% (K)	100V
Film Capacitor	68 nF	68000	10% (K)	110V
Film Capacitor	68 nF	68000	10% (K)	125V
Film Capacitor	68 nF	68000	10% (K)	250V
Film Capacitor	68 nF	68000	10% (K)	275V
Film Capacitor	68 nF	68000	10% (K)	375V
Film Capacitor	68 nF	68000	10% (K)	400V
Film Capacitor	68 nF	68000	10% (K)	450V
Film Capacitor	68 nF	68000	10% (K)	630V
Film Capacitor	82 nF	82000	10% (K)	16V
Film Capacitor	82 nF	82000	10% (K)	25V
Film Capacitor	82 nF	82000	10% (K)	50V
Film Capacitor	82 nF	82000	10% (K)	63V
Film Capacitor	82 nF	82000	10% (K)	90V
Film Capacitor	82 nF	82000	10% (K)	100V
Film Capacitor	82 nF	82000	10% (K)	110V
Film Capacitor	82 nF	82000	10% (K)	125V
Film Capacitor	82 nF	82000	10% (K)	250V
Film Capacitor	82 nF	82000	10% (K)	275V
Film Capacitor	82 nF	82000	10% (K)	375V
Film Capacitor	82 nF	82000	10% (K)	400V
Film Capacitor	82 nF	82000	10% (K)	450V
Film Capacitor	82 nF	82000	10% (K)	630V
Film Capacitor	100 nF	100000	10% (K)	16V
Film Capacitor	100 nF	100000	10% (K)	25V
Film Capacitor	100 nF	100000	10% (K)	50V
Film Capacitor	100 nF	100000	10% (K)	63V
Film Capacitor	100 nF	100000	10% (K)	90V
Film Capacitor	100 nF	100000	10% (K)	100V
Film Capacitor	100 nF	100000	10% (K)	110V
Film Capacitor	100 nF	100000	10% (K)	125V
Film Capacitor	100 nF	100000	10% (K)	250V
Film Capacitor	100 nF	100000	10% (K)	275V
Film Capacitor	100 nF	100000	10% (K)	375V
Film Capacitor	100 nF	100000	10% (K)	400V
Film Capacitor	100 nF	100000	10% (K)	450V
Film Capacitor	100 nF	100000	10% (K)	630V
Film Capacitor	120 nF	120000	10% (K)	16V
Film Capacitor	120 nF	120000	10% (K)	25V
Film Capacitor	120 nF	120000	10% (K)	50V
Film Capacitor	120 nF	120000	10% (K)	63V
Film Capacitor	120 nF	120000	10% (K)	90V
Film Capacitor	120 nF	120000	10% (K)	100V
Film Capacitor	120 nF	120000	10% (K)	110V
Film Capacitor	120 nF	120000	10% (K)	125V
Film Capacitor	120 nF	120000	10% (K)	250V
Film Capacitor	120 nF	120000	10% (K)	275V
Film Capacitor	120 nF	120000	10% (K)	375V
Film Capacitor	120 nF	120000	10% (K)	400V
Film Capacitor	120 nF	120000	10% (K)	450V
Film Capacitor	120 nF	120000	10% (K)	630V
Film Capacitor	150 nF	150000	10% (K)	16V
Film Capacitor	150 nF	150000	10% (K)	25V
Film Capacitor	150 nF	150000	10% (K)	50V
Film Capacitor	150 nF	150000	10% (K)	63V
Film Capacitor	150 nF	150000	10% (K)	90V
Film Capacitor	150 nF	150000	10% (K)	100V
Film Capacitor	150 nF	150000	10% (K)	110V
Film Capacitor	150 nF	150000	10% (K)	125V
Film Capacitor	150 nF	150000	10% (K)	250V
Film Capacitor	150 nF	150000	10% (K)	275V
Film Capacitor	150 nF	150000	10% (K)	375V
Film Capacitor	150 nF	150000	10% (K)	400V
Film Capacitor	150 nF	150000	10% (K)	450V
Film Capacitor	150 nF	150000	10% (K)	630V
Film Capacitor	180 nF	180000	10% (K)	16V
Film Capacitor	180 nF	180000	10% (K)	25V
Film Capacitor	180 nF	180000	10% (K)	50V
Film Capacitor	180 nF	180000	10% (K)	63V
Film Capacitor	180 nF	180000	10% (K)	90V
Film Capacitor	180 nF	180000	10% (K)	100V
Film Capacitor	180 nF	180000	10% (K)	110V
Film Capacitor	180 nF	180000	10% (K)	125V
Film Capacitor	180 nF	180000	10% (K)	250V
Film Capacitor	180 nF	180000	10% (K)	275V
Film Capacitor	180 nF	180000	10% (K)	375V
Film Capacitor	180 nF	180000	10% (K)	400V
Film Capacitor	180 nF	180000	10% (K)	450V
Film Capacitor	180 nF	180000	10% (K)	630V
Film Capacitor	220 nF	220000	10% (K)	16V
Film Capacitor	220 nF	220000	10% (K)	25V
Film Capacitor	220 nF	220000	10% (K)	50V
Film Capacitor	220 nF	220000	10% (K)	63V
Film Capacitor	220 nF	220000	10% (K)	90V
Film Capacitor	220 nF	220000	10% (K)	100V
Film Capacitor	220 nF	220000	10% (K)	110V
Film Capacitor	220 nF	220000	10% (K)	125V
Film Capacitor	220 nF	220000	10% (K)	250V
Film Capacitor	220 nF	220000	10% (K)	275V
Film Capacitor	220 nF	220000	10% (K)	375V
Film Capacitor	220 nF	220000	10% (K)	400V
Film Capacitor	220 nF	220000	10% (K)	450V
Film Capacitor	220 nF	220000	10% (K)	630V
Film Capacitor	270 nF	270000	10% (K)	16V
Film Capacitor	270 nF	270000	10% (K)	25V
Film Capacitor	270 nF	270000	10% (K)	50V
Film Capacitor	270 nF	270000	10% (K)	63V
Film Capacitor	270 nF	270000	10% (K)	90V
Film Capacitor	270 nF	270000	10% (K)	100V
Film Capacitor	270 nF	270000	10% (K)	110V
Film Capacitor	270 nF	270000	10% (K)	125V
Film Capacitor	270 nF	270000	10% (K)	250V
Film Capacitor	270 nF	270000	10% (K)	275V
Film Capacitor	270 nF	270000	10% (K)	375V
Film Capacitor	270 nF	270000	10% (K)	400V
Film Capacitor	270 nF	270000	10% (K)	450V
Film Capacitor	270 nF	270000	10% (K)	630V
Film Capacitor	330 nF	330000	10% (K)	16V
Film Capacitor	330 nF	330000	10% (K)	25V
Film Capacitor	330 nF	330000	10% (K)	50V
Film Capacitor	330 nF	330000	10% (K)	63V
Film Capacitor	330 nF	330000	10% (K)	90V
Film Capacitor	330 nF	330000	10% (K)	100V
Film Capacitor	330 nF	330000	10% (K)	110V
Film Capacitor	330 nF	330000	10% (K)	125V
Film Capacitor	330 nF	330000	10% (K)	250V
Film Capacitor	330 nF	330000	10% (K)	275V
Film Capacitor	330 nF	330000	10% (K)	375V
Film Capacitor	330 nF	330000	10% (K)	400V
Film Capacitor	330 nF	330000	10% (K)	450V
Film Capacitor	330 nF	330000	10% (K)	630V
Film Capacitor	390 nF	390000	10% (K)	16V
Film Capacitor	390 nF	390000	10% (K)	25V
Film Capacitor	390 nF	390000	10% (K)	50V
Film Capacitor	390 nF	390000	10% (K)	63V
Film Capacitor	390 nF	390000	10% (K)	90V
Film Capacitor	390 nF	390000	10% (K)	100V
Film Capacitor	390 nF	390000	10% (K)	110V
Film Capacitor	390 nF	390000	10% (K)	125V
Film Capacitor	390 nF	390000	10% (K)	250V
Film Capacitor	390 nF	390000	10% (K)	275V
Film Capacitor	390 nF	390000	10% (K)	375V
Film Capacitor	390 nF	390000	10% (K)	400V
Film Capacitor	390 nF	390000	10% (K)	450V
Film Capacitor	390 nF	390000	10% (K)	630V
Film Capacitor	470 nF	470000	10% (K)	16V
Film Capacitor	470 nF	470000	10% (K)	25V
Film Capacitor	470 nF	470000	10% (K)	50V
Film Capacitor	470 nF	470000	10% (K)	63V
Film Capacitor	470 nF	470000	10% (K)	90V
Film Capacitor	470 nF	470000	10% (K)	100V
Film Capacitor	470 nF	470000	10% (K)	110V
Film Capacitor	470 nF	470000	10% (K)	125V
Film Capacitor	470 nF	470000	10% (K)	250V
Film Capacitor	470 nF	470000	10% (K)	275V
Film Capacitor	470 nF	470000	10% (K)	375V
Film Capacitor	470 nF	470000	10% (K)	400V
Film Capacitor	470 nF	470000	10% (K)	450V
Film Capacitor	470 nF	470000	10% (K)	630V
Film Capacitor	560 nF	560000	10% (K)	16V
Film Capacitor	560 nF	560000	10% (K)	25V
Film Capacitor	560 nF	560000	10% (K)	50V
Film Capacitor	560 nF	560000	10% (K)	63V
Film Capacitor	560 nF	560000	10% (K)	90V
Film Capacitor	560 nF	560000	10% (K)	100V
Film Capacitor	560 nF	560000	10% (K)	110V
Film Capacitor	560 nF	560000	10% (K)	125V
Film Capacitor	560 nF	560000	10% (K)	250V
Film Capacitor	560 nF	560000	10% (K)	275V
Film Capacitor	560 nF	560000	10% (K)	375V
Film Capacitor	560 nF	560000	10% (K)	400V
Film Capacitor	560 nF	560000	10% (K)	450V
Film Capacitor	560 nF	560000	10% (K)	630V
Film Capacitor	680 nF	680000	10% (K)	16V
Film Capacitor	680 nF	680000	10% (K)	25V
Film Capacitor	680 nF	680000	10% (K)	50V
Film Capacitor	680 nF	680000	10% (K)	63V
Film Capacitor	680 nF	680000	10% (K)	90V
Film Capacitor	680 nF	680000	10% (K)	100V
Film Capacitor	680 nF	680000	10% (K)	110V
Film Capacitor	680 nF	680000	10% (K)	125V
Film Capacitor	680 nF	680000	10% (K)	250V
Film Capacitor	680 nF	680000	10% (K)	275V
Film Capacitor	680 nF	680000	10% (K)	375V
Film Capacitor	680 nF	680000	10% (K)	400V
Film Capacitor	680 nF	680000	10% (K)	450V
Film Capacitor	680 nF	680000	10% (K)	630V
Film Capacitor	820 nF	819999	10% (K)	16V
Film Capacitor	820 nF	819999	10% (K)	25V
Film Capacitor	820 nF	819999	10% (K)	50V
Film Capacitor	820 nF	819999	10% (K)	63V
Film Capacitor	820 nF	819999	10% (K)	90V
Film Capacitor	820 nF	819999	10% (K)	100V
Film Capacitor	820 nF	819999	10% (K)	110V
Film Capacitor	820 nF	819999	10% (K)	125V
Film Capacitor	820 nF	819999	10% (K)	250V
Film Capacitor	820 nF	819999	10% (K)	275V
Film Capacitor	820 nF	819999	10% (K)	375V
Film Capacitor	820 nF	819999	10% (K)	400V
Film Capacitor	820 nF	819999	10% (K)	450V
Film Capacitor	820 nF	819999	10% (K)	630V
Film Capacitor	1 uF	1000000	10% (K)	16V
Film Capacitor	1 uF	1000000	10% (K)	25V
Film Capacitor	1 uF	1000000	10% (K)	50V
Film Capacitor	1 uF	1000000	10% (K)	63V
Film Capacitor	1 uF	1000000	10% (K)	90V
Film Capacitor	1 uF	1000000	10% (K)	100V
Film Capacitor	1 uF	1000000	10% (K)	110V
Film Capacitor	1 uF	1000000	10% (K)	125V
Film Capacitor	1 uF	1000000	10% (K)	250V
Film Capacitor	1 uF	1000000	10% (K)	275V
Film Capacitor	1 uF	1000000	10% (K)	375V
Film Capacitor	1 uF	1000000	10% (K)	400V
Film Capacitor	1 uF	1000000	10% (K)	450V
Film Capacitor	1 uF	1000000	10% (K)	630V
Film Capacitor	1.2 uF	1200000	10% (K)	16V
Film Capacitor	1.2 uF	1200000	10% (K)	25V
Film Capacitor	1.2 uF	1200000	10% (K)	50V
Film Capacitor	1.2 uF	1200000	10% (K)	63V
Film Capacitor	1.2 uF	1200000	10% (K)	90V
Film Capacitor	1.2 uF	1200000	10% (K)	100V
Film Capacitor	1.2 uF	1200000	10% (K)	110V
Film Capacitor	1.2 uF	1200000	10% (K)	125V
Film Capacitor	1.2 uF	1200000	10% (K)	250V
Film Capacitor	1.2 uF	1200000	10% (K)	275V
Film Capacitor	1.2 uF	1200000	10% (K)	375V
Film Capacitor	1.2 uF	1200000	10% (K)	400V
Film Capacitor	1.2 uF	1200000	10% (K)	450V
Film Capacitor	1.2 uF	1200000	10% (K)	630V
Film Capacitor	1.5 uF	1500000	10% (K)	16V
Film Capacitor	1.5 uF	1500000	10% (K)	25V
Film Capacitor	1.5 uF	1500000	10% (K)	50V
Film Capacitor	1.5 uF	1500000	10% (K)	63V
Film Capacitor	1.5 uF	1500000	10% (K)	90V
Film Capacitor	1.5 uF	1500000	10% (K)	100V
Film Capacitor	1.5 uF	1500000	10% (K)	110V
Film Capacitor	1.5 uF	1500000	10% (K)	125V
Film Capacitor	1.5 uF	1500000	10% (K)	250V
Film Capacitor	1.5 uF	1500000	10% (K)	275V
